"Sales ID";"Sales Amount (USD)";"Cost Price (USD)";"Region";"Conversion Rate (%)";"Sessions";"Views";"Follow-ups";"Closed Deal?";"Customer Feedback";"Customer Plan";"Customer Rating";"Sales Date";"Customer ID";"Channel ID";"Product ID";"Sales Rep ID";"Campaign ID";"Lead Source ID";"Country ID"
"S1567";731;638;"North America";15;16;42;2;"Yes";"Responsive sales team";"Premium";3;"2023-03-13";1078;1;13;1;2;5;9
"S1568";1209;1066;"South America";28;16;34;3;"Yes";"Highly satisfied";"Premium";2;"2023-06-22";202;2;12;7;1;4;2
"S1569";1394;1275;"Asia";5;6;24;5;"Yes";"Fast delivery";"Basic";9;"2024-04-30";1079;1;12;2;1;1;10
"S1570";694;609;"Europe";11;13;53;3;"Yes";"Satisfied with product";"Premium";1;"2022-11-09";1080;1;12;4;3;5;5
"S1571";803;543;"Asia";23;14;77;4;"Yes";"Highly satisfied";"Basic";10;"2022-05-05";212;2;2;1;3;5;10
"S1572";1286;1138;"Asia";8;8;31;3;"Yes";"Excellent service";"Basic";1;"2022-06-14";1024;1;1;2;4;2;9
"S1573";581;484;"North America";19;12;69;5;"Yes";"Product not available";"Premium";2;"2022-10-22";687;2;13;3;5;2;11
"S1574";1204;904;"South America";9;9;44;2;"No";"Satisfied with product";"Basic";4;"2023-02-28";171;1;2;7;2;5;9
"S1575";170;-123;"North America";17;15;32;2;"Yes";"Excellent service";"Basic";2;"2023-03-11";1081;2;2;5;1;5;11
"S1576";254;159;"South America";9;18;91;3;"Yes";"Great customer support";"Basic";6;"2023-02-02";1082;1;12;1;2;3;9
"S1577";397;342;"Europe";22;16;20;4;"Yes";"Fast delivery";"Basic";10;"2022-07-18";1083;2;8;6;5;2;3
"S1578";1191;1060;"North America";29;12;76;3;"No";"Satisfied with product";"Premium";1;"2023-01-31";1084;1;1;8;2;1;5
"S1579";234;10;"North America";27;14;29;2;"Yes";"Fast delivery";"Premium";5;"2022-01-01";971;2;9;2;5;4;3
"S1580";1438;1228;"Europe";12;18;60;2;"Yes";"Highly satisfied";"Premium";9;"2023-12-26";606;1;2;5;5;1;3
"S1581";991;723;"South America";29;12;69;1;"Yes";"Product not available";"Premium";7;"2023-01-23";738;1;1;5;5;3;1
"S1582";496;430;"North America";9;8;89;1;"Yes";"Highly satisfied";"Basic";7;"2022-04-21";1085;1;6;1;3;3;10
"S1583";819;752;"South America";17;18;20;2;"No";"Satisfied with product";"Premium";4;"2024-07-17";1086;1;9;4;2;2;10
"S1584";288;41;"South America";5;16;95;5;"No";"Satisfied with product";"Basic";9;"2022-10-05";1087;1;2;4;4;5;2
"S1585";470;415;"North America";29;18;50;3;"Yes";"Highly satisfied";"Basic";1;"2024-08-03";1088;1;7;1;2;5;1
"S1586";276;138;"South America";27;7;81;3;"Yes";"Great customer support";"Premium";7;"2023-12-08";1089;1;4;2;2;2;2
"S1587";1052;857;"Asia";11;14;60;5;"Yes";"Responsive sales team";"Premium";2;"2024-01-09";901;1;7;7;5;3;1
"S1588";1373;1210;"South America";11;12;86;2;"Yes";"Excellent service";"Premium";2;"2023-12-19";894;1;7;8;2;5;4
"S1589";1033;818;"Europe";21;13;99;2;"Yes";"Responsive sales team";"Basic";5;"2022-05-15";851;2;2;4;3;5;1
"S1590";254;-41;"South America";30;17;48;1;"Yes";"Great customer support";"Basic";10;"2023-04-16";481;1;2;4;4;2;3
"S1591";624;438;"Europe";17;8;99;4;"Yes";"Fast delivery";"Basic";6;"2022-12-20";1090;2;13;2;3;4;9
"S1592";1437;1286;"South America";6;15;97;1;"Yes";"Satisfied with product";"Premium";9;"2022-04-25";1081;1;9;5;2;3;5
"S1593";1131;930;"Europe";22;7;92;5;"No";"Highly satisfied";"Premium";1;"2022-07-11";1091;2;13;3;1;4;11
"S1594";635;539;"Asia";5;6;81;4;"Yes";"Fast delivery";"Premium";1;"2022-02-20";245;2;1;5;4;1;3
"S1595";695;560;"Asia";12;6;90;1;"Yes";"Responsive sales team";"Premium";9;"2022-03-14";1092;1;1;7;2;4;11
"S1596";658;401;"Asia";20;18;54;3;"Yes";"Fast delivery";"Basic";10;"2023-04-20";535;1;12;5;2;3;4
"S1597";700;515;"South America";20;11;99;2;"Yes";"Price too high";"Premium";9;"2022-06-25";1093;1;10;3;5;2;11
"S1598";399;118;"Asia";19;16;35;5;"No";"Highly satisfied";"Premium";3;"2024-02-19";1094;1;4;4;2;2;2
"S1599";1066;774;"Europe";5;20;69;4;"No";"Product not available";"Premium";10;"2022-09-05";106;1;15;8;1;4;5
"S1600";263;182;"Europe";21;12;72;1;"No";"Great customer support";"Basic";1;"2024-01-31";899;1;1;1;3;2;2
"S1601";677;378;"South America";17;14;95;3;"No";"Great customer support";"Premium";6;"2022-04-21";1095;1;6;4;2;5;4
"S1602";1096;1041;"North America";21;18;51;1;"No";"Highly satisfied";"Premium";1;"2023-10-27";1004;1;6;8;2;5;10
"S1603";465;175;"Europe";11;16;90;3;"Yes";"Responsive sales team";"Premium";2;"2023-09-16";543;1;13;4;3;3;10
"S1604";780;603;"Asia";21;18;23;1;"No";"Great customer support";"Premium";1;"2023-09-15";839;1;6;6;3;4;9
"S1605";817;599;"Europe";15;10;33;3;"Yes";"Excellent service";"Basic";5;"2023-05-31";1096;2;15;3;2;2;5
"S1606";193;-38;"South America";15;14;26;4;"Yes";"Price too high";"Premium";2;"2022-08-08";652;1;13;6;3;3;5
"S1607";1453;1211;"South America";26;18;43;3;"Yes";"Excellent service";"Basic";1;"2022-07-02";683;1;5;6;5;1;1
"S1608";829;603;"Europe";22;11;23;2;"Yes";"Product not available";"Premium";3;"2022-12-24";1097;1;5;8;1;2;9
"S1609";680;453;"Europe";29;11;82;1;"No";"Highly satisfied";"Basic";3;"2023-10-27";304;2;13;3;2;4;2
"S1610";573;383;"Asia";22;17;59;1;"Yes";"Responsive sales team";"Premium";10;"2022-03-07";598;2;8;1;1;3;2
"S1611";833;737;"North America";12;18;80;2;"Yes";"Excellent service";"Premium";9;"2023-05-14";448;1;3;5;3;2;4
"S1612";335;51;"Europe";10;9;54;1;"Yes";"Responsive sales team";"Premium";1;"2024-03-17";399;2;15;8;5;5;4
"S1613";1185;908;"Asia";5;5;54;5;"Yes";"Fast delivery";"Premium";9;"2022-11-14";1098;2;7;6;4;1;3
"S1614";620;460;"Asia";23;12;23;5;"Yes";"Satisfied with product";"Basic";8;"2023-11-08";693;2;3;7;3;5;11
"S1615";1496;1264;"South America";18;6;48;5;"No";"Price too high";"Premium";9;"2023-10-29";1099;1;10;6;5;1;5
"S1616";665;464;"South America";7;19;94;2;"Yes";"Excellent service";"Premium";1;"2022-05-06";1100;2;3;8;5;2;11
"S1617";765;623;"Asia";25;8;52;5;"Yes";"Great customer support";"Basic";9;"2023-08-31";1101;1;13;4;3;3;9
"S1618";219;89;"South America";13;9;81;2;"Yes";"Product not available";"Premium";1;"2023-01-04";1102;2;2;4;5;5;4
"S1619";795;554;"North America";16;15;70;5;"Yes";"Excellent service";"Premium";5;"2024-02-09";548;2;1;1;2;1;11
"S1620";201;-22;"Europe";12;12;27;5;"Yes";"Satisfied with product";"Basic";6;"2022-12-13";273;1;14;6;4;1;5
"S1621";1250;1134;"Asia";28;6;96;2;"No";"Great customer support";"Basic";3;"2022-08-09";750;1;1;6;3;2;1
"S1622";416;145;"Asia";28;12;55;4;"Yes";"Product not available";"Premium";7;"2023-04-16";1103;1;15;1;3;4;2
"S1623";814;669;"North America";22;17;92;2;"Yes";"Responsive sales team";"Basic";8;"2024-03-02";370;1;15;3;5;5;9
"S1624";866;764;"North America";22;17;94;1;"No";"Price too high";"Basic";10;"2022-01-22";593;1;13;5;2;1;11
"S1625";1163;1073;"North America";14;16;68;5;"Yes";"Excellent service";"Premium";1;"2023-09-18";1104;1;10;2;4;1;11
"S1626";232;-3;"North America";20;10;60;2;"Yes";"Highly satisfied";"Basic";2;"2023-08-21";954;2;7;8;3;3;9
"S1627";610;323;"Europe";9;11;37;4;"Yes";"Excellent service";"Basic";8;"2024-03-31";1105;1;4;4;5;2;5
"S1628";587;500;"South America";7;13;89;5;"Yes";"Fast delivery";"Premium";8;"2022-04-06";1106;2;9;2;5;2;2
"S1629";341;138;"North America";13;10;23;3;"Yes";"Great customer support";"Premium";7;"2022-11-23";1011;1;11;6;5;5;11
"S1630";1466;1204;"Europe";27;16;49;5;"No";"Fast delivery";"Premium";6;"2023-10-09";847;2;10;6;4;5;11
"S1631";1233;1043;"Europe";7;20;62;2;"No";"Product not available";"Basic";3;"2022-01-12";1107;2;8;8;1;4;10
"S1632";1421;1241;"Asia";19;10;42;1;"Yes";"Fast delivery";"Premium";9;"2024-01-19";1108;2;7;4;3;2;9
"S1633";1108;813;"Europe";24;5;62;4;"Yes";"Excellent service";"Basic";3;"2024-05-29";742;1;8;3;3;1;11
"S1634";796;581;"North America";20;14;38;4;"Yes";"Price too high";"Basic";7;"2022-12-31";1109;1;11;7;1;2;3
"S1635";1092;934;"South America";16;16;49;1;"Yes";"Price too high";"Basic";6;"2024-04-13";315;1;10;6;5;2;1
"S1636";1253;1197;"Europe";25;15;80;4;"Yes";"Satisfied with product";"Premium";3;"2022-04-03";1110;1;10;7;1;2;4
"S1637";235;8;"North America";21;20;91;5;"Yes";"Great customer support";"Premium";3;"2022-11-18";427;2;13;3;2;4;2
"S1638";524;344;"Asia";9;6;62;5;"Yes";"Fast delivery";"Premium";2;"2023-06-08";1111;1;14;5;5;3;10
"S1639";730;547;"South America";25;13;65;3;"Yes";"Highly satisfied";"Basic";8;"2022-09-21";464;1;5;5;1;2;2
"S1640";1263;1112;"Europe";9;6;37;1;"Yes";"Product not available";"Premium";10;"2023-02-28";339;1;1;2;4;3;9
"S1641";1280;1071;"South America";6;12;86;3;"Yes";"Responsive sales team";"Basic";4;"2023-02-04";1112;1;12;3;4;4;5
"S1642";222;98;"Asia";20;11;88;3;"Yes";"Satisfied with product";"Premium";10;"2024-07-24";1066;1;1;8;2;5;10
"S1643";181;-45;"Europe";6;18;49;5;"Yes";"Great customer support";"Basic";10;"2022-05-05";83;2;11;6;4;5;10
"S1644";721;458;"Asia";7;12;85;4;"Yes";"Price too high";"Basic";3;"2022-11-08";1113;1;8;8;3;5;9
"S1645";827;770;"South America";16;7;60;4;"Yes";"Great customer support";"Premium";1;"2022-09-24";684;1;10;1;3;5;11
"S1646";1469;1219;"North America";14;6;42;2;"Yes";"Fast delivery";"Basic";5;"2024-02-07";687;1;9;2;3;1;2
"S1647";757;506;"Asia";10;12;66;4;"Yes";"Responsive sales team";"Basic";4;"2022-02-08";1114;1;12;3;1;4;9
"S1648";1465;1397;"South America";23;14;37;1;"Yes";"Price too high";"Basic";5;"2022-09-13";1115;1;10;1;2;4;9
"S1649";167;33;"North America";9;18;32;4;"No";"Product not available";"Basic";5;"2022-11-13";1116;2;5;2;2;2;1
"S1650";590;382;"Europe";10;15;56;5;"Yes";"Satisfied with product";"Premium";10;"2023-03-01";1117;1;4;4;2;3;10
"S1651";700;404;"Asia";30;11;30;4;"Yes";"Satisfied with product";"Basic";8;"2022-08-18";1118;1;12;8;3;4;5
"S1652";339;72;"Europe";29;6;87;1;"No";"Product not available";"Premium";2;"2022-05-27";1119;1;2;3;4;2;11
"S1653";1297;1070;"Asia";25;20;63;5;"No";"Satisfied with product";"Premium";1;"2022-02-21";1032;1;5;4;5;5;4
"S1654";409;354;"North America";10;7;56;2;"Yes";"Responsive sales team";"Premium";10;"2023-02-09";54;1;6;2;1;3;9
"S1655";277;27;"North America";20;5;42;3;"Yes";"Excellent service";"Basic";10;"2022-04-03";1120;1;8;6;1;1;5
"S1656";727;465;"North America";19;12;77;3;"Yes";"Highly satisfied";"Basic";3;"2023-01-07";819;1;3;4;2;1;9
"S1657";1040;942;"Asia";26;11;89;3;"Yes";"Price too high";"Premium";5;"2024-05-13";1121;1;13;5;5;3;3
"S1658";1302;1175;"Europe";23;12;74;1;"Yes";"Excellent service";"Premium";7;"2022-11-13";1122;2;8;3;5;2;2
"S1659";1250;1012;"South America";12;18;83;1;"Yes";"Price too high";"Premium";10;"2022-09-30";1123;2;15;4;1;2;3
"S1660";433;248;"Asia";25;10;77;3;"Yes";"Product not available";"Premium";2;"2024-06-10";1124;1;2;6;4;3;4
"S1661";706;603;"South America";19;14;77;3;"Yes";"Price too high";"Premium";8;"2024-07-28";666;2;8;4;4;1;4
"S1662";799;544;"Europe";17;8;42;4;"Yes";"Responsive sales team";"Basic";6;"2024-03-11";1125;2;6;4;5;4;10
"S1663";708;642;"South America";29;20;28;2;"Yes";"Excellent service";"Basic";9;"2022-08-27";390;1;1;7;1;4;3
"S1664";626;398;"South America";9;12;57;4;"Yes";"Great customer support";"Premium";10;"2022-09-07";576;1;8;4;4;4;9
"S1665";523;437;"Asia";8;20;53;2;"Yes";"Fast delivery";"Premium";1;"2022-10-18";201;1;14;1;5;4;11
"S1666";1118;1058;"Europe";10;13;99;4;"Yes";"Responsive sales team";"Premium";7;"2022-02-01";934;1;5;5;1;4;2
"S1667";1003;879;"North America";28;15;78;1;"No";"Fast delivery";"Premium";9;"2022-08-12";1126;1;8;7;4;4;9
"S1668";221;-35;"North America";10;8;80;2;"Yes";"Satisfied with product";"Premium";5;"2022-08-25";702;1;8;1;4;2;9
"S1669";167;-82;"North America";19;14;53;1;"Yes";"Excellent service";"Basic";10;"2022-02-25";1127;1;3;1;2;3;1
"S1670";384;215;"Europe";21;19;32;5;"Yes";"Product not available";"Premium";2;"2024-01-30";467;2;2;4;5;4;1
"S1671";1460;1346;"Asia";19;9;90;2;"Yes";"Fast delivery";"Premium";1;"2024-03-14";460;1;9;1;1;1;11
"S1672";1007;735;"Europe";24;12;91;4;"Yes";"Satisfied with product";"Basic";8;"2022-08-08";508;2;10;1;4;1;10
"S1673";493;222;"Europe";11;5;46;4;"Yes";"Fast delivery";"Premium";5;"2022-05-05";984;1;4;7;1;5;2
"S1674";305;34;"Europe";30;7;20;2;"Yes";"Highly satisfied";"Premium";4;"2022-09-05";1128;1;13;6;1;4;4
"S1675";1256;1044;"Asia";5;18;46;5;"Yes";"Fast delivery";"Basic";3;"2023-10-08";906;1;10;2;5;1;2
"S1676";784;622;"Asia";6;19;43;3;"Yes";"Great customer support";"Basic";3;"2024-03-30";520;2;13;1;5;4;2
"S1677";712;615;"North America";21;16;29;2;"Yes";"Responsive sales team";"Basic";4;"2024-03-24";750;1;15;3;3;2;9
"S1678";1018;789;"Asia";11;12;89;1;"No";"Price too high";"Premium";6;"2022-12-21";966;1;2;3;5;2;4
"S1679";1491;1328;"South America";5;8;28;5;"Yes";"Fast delivery";"Basic";3;"2022-06-04";837;2;14;7;4;1;5
"S1680";169;102;"North America";10;17;45;5;"Yes";"Price too high";"Premium";3;"2023-11-18";910;1;11;7;5;1;4
"S1681";442;288;"South America";12;5;37;2;"No";"Fast delivery";"Basic";2;"2024-06-05";1129;2;15;6;4;4;2
"S1682";1277;1140;"Asia";27;17;97;2;"Yes";"Highly satisfied";"Basic";10;"2023-01-05";1130;1;10;8;5;1;1
"S1683";1051;783;"Europe";18;10;92;3;"No";"Responsive sales team";"Basic";7;"2023-12-02";1131;1;8;5;2;2;1
"S1684";1158;1055;"Europe";5;12;79;1;"Yes";"Fast delivery";"Basic";6;"2023-03-20";366;1;5;1;3;1;9
"S1685";722;611;"South America";20;10;84;5;"Yes";"Excellent service";"Premium";7;"2024-07-16";1132;1;13;4;1;5;11
"S1686";1336;1263;"Asia";25;19;81;3;"No";"Satisfied with product";"Basic";8;"2024-06-15";145;1;6;7;1;3;10
"S1687";576;276;"Europe";9;6;64;4;"Yes";"Fast delivery";"Premium";7;"2024-04-19";1133;1;1;6;2;3;9
"S1688";885;760;"Asia";23;11;75;3;"Yes";"Excellent service";"Premium";9;"2022-06-04";1134;1;15;7;4;2;9
"S1689";200;109;"South America";21;6;68;3;"Yes";"Highly satisfied";"Basic";10;"2022-07-19";363;2;6;7;3;4;2
"S1690";1221;1036;"North America";12;18;95;5;"Yes";"Product not available";"Basic";7;"2022-10-18";690;2;8;6;4;4;5
"S1691";662;414;"South America";7;12;73;2;"Yes";"Excellent service";"Basic";4;"2022-09-10";833;1;2;3;4;2;2
"S1692";431;249;"Asia";12;17;51;3;"Yes";"Fast delivery";"Premium";5;"2023-11-06";1135;1;5;3;4;4;4
"S1693";879;801;"Europe";10;15;59;1;"Yes";"Great customer support";"Basic";4;"2024-04-13";121;1;7;3;2;3;2
"S1694";1021;881;"North America";17;20;84;4;"Yes";"Excellent service";"Basic";2;"2024-02-11";796;1;14;4;2;4;10
"S1695";677;411;"South America";9;16;99;2;"Yes";"Highly satisfied";"Basic";5;"2024-01-02";852;2;12;8;2;5;4
"S1696";520;427;"Europe";29;20;59;3;"Yes";"Great customer support";"Premium";10;"2024-02-21";1136;1;1;5;5;4;4
"S1697";529;436;"Europe";11;17;53;1;"Yes";"Excellent service";"Premium";9;"2024-04-15";144;2;15;1;5;3;2
"S1698";1424;1164;"North America";21;13;91;1;"No";"Satisfied with product";"Premium";4;"2024-08-26";1137;1;13;5;2;4;3
"S1699";264;61;"South America";14;15;58;4;"Yes";"Price too high";"Basic";9;"2023-10-06";1138;1;4;4;1;1;9
"S1700";1281;1122;"North America";19;17;56;1;"Yes";"Satisfied with product";"Premium";5;"2024-05-18";1139;1;4;8;3;2;4
"S1701";410;144;"Asia";5;11;92;4;"Yes";"Fast delivery";"Basic";3;"2022-02-05";564;2;14;3;1;1;3
"S1702";476;188;"North America";13;16;49;3;"No";"Highly satisfied";"Premium";6;"2022-01-31";158;1;5;2;3;4;9
"S1703";434;285;"Asia";9;16;26;5;"No";"Excellent service";"Premium";9;"2023-12-14";1140;2;5;8;3;2;5
"S1704";999;819;"Asia";23;10;95;2;"Yes";"Responsive sales team";"Premium";1;"2023-09-19";184;1;6;3;5;2;2
"S1705";1262;1074;"Europe";12;8;77;4;"Yes";"Price too high";"Basic";8;"2022-01-16";393;1;12;5;3;1;11
"S1706";1447;1298;"Asia";7;8;57;1;"Yes";"Fast delivery";"Premium";7;"2022-02-28";1141;2;10;6;2;2;1
"S1707";541;472;"Europe";9;7;58;3;"Yes";"Fast delivery";"Basic";2;"2023-10-08";1136;1;7;1;4;2;9
"S1708";150;-98;"South America";16;10;65;1;"Yes";"Product not available";"Premium";3;"2023-11-03";256;2;13;1;2;2;9
"S1709";169;-89;"Europe";23;17;25;3;"Yes";"Great customer support";"Premium";5;"2022-05-16";825;1;10;6;5;2;2
"S1710";670;588;"Europe";22;11;58;5;"No";"Highly satisfied";"Basic";9;"2022-08-21";1142;2;2;4;2;1;3
"S1711";812;700;"Europe";19;12;90;2;"Yes";"Excellent service";"Premium";1;"2024-03-31";249;2;1;3;2;1;11
"S1712";918;696;"Asia";5;6;62;4;"Yes";"Excellent service";"Basic";2;"2022-11-09";1143;2;13;7;2;4;2
"S1713";491;367;"Asia";30;12;78;4;"Yes";"Highly satisfied";"Premium";5;"2023-03-14";604;1;12;2;3;1;5
"S1714";595;310;"South America";27;12;35;5;"Yes";"Price too high";"Premium";1;"2022-09-01";1144;1;13;4;5;2;10
"S1715";1078;972;"South America";5;14;64;1;"Yes";"Fast delivery";"Basic";1;"2022-09-13";136;1;6;3;1;4;3
"S1716";757;534;"Asia";17;17;59;2;"No";"Highly satisfied";"Premium";9;"2024-07-19";1145;2;10;5;5;2;1
"S1717";619;326;"Asia";17;19;44;5;"No";"Highly satisfied";"Premium";7;"2023-05-07";1146;2;12;2;2;2;4
"S1718";1154;1088;"North America";21;10;45;1;"Yes";"Highly satisfied";"Basic";8;"2022-03-17";1147;2;1;7;3;4;1
"S1719";152;36;"North America";14;19;55;3;"No";"Great customer support";"Premium";5;"2022-06-08";937;1;7;4;1;3;2
"S1720";974;827;"Europe";6;9;37;3;"No";"Fast delivery";"Premium";4;"2023-06-29";525;1;2;5;3;3;1
"S1721";454;164;"South America";22;19;53;3;"No";"Responsive sales team";"Premium";8;"2024-02-16";103;1;2;4;5;1;9
"S1722";1185;1005;"South America";5;5;57;1;"Yes";"Highly satisfied";"Premium";7;"2022-12-13";1148;1;3;2;2;2;9
"S1723";1392;1239;"Asia";23;5;66;1;"Yes";"Satisfied with product";"Premium";8;"2024-01-04";607;2;4;8;5;2;5
"S1724";1164;920;"North America";25;7;96;3;"Yes";"Responsive sales team";"Premium";5;"2023-02-18";1149;2;9;8;2;2;4
"S1725";467;277;"North America";22;8;33;2;"Yes";"Great customer support";"Basic";1;"2023-10-03";1150;1;7;8;5;4;10
"S1726";1082;950;"North America";12;11;78;2;"Yes";"Fast delivery";"Premium";4;"2024-07-21";885;2;9;5;5;3;1
"S1727";827;659;"North America";14;20;92;5;"Yes";"Fast delivery";"Premium";5;"2023-06-22";500;1;11;6;2;3;9
"S1728";1000;717;"North America";21;13;32;2;"Yes";"Great customer support";"Premium";5;"2023-08-31";1151;1;1;5;1;2;10
"S1729";957;679;"North America";15;6;51;1;"Yes";"Excellent service";"Premium";10;"2023-05-12";1152;1;6;8;4;2;4
"S1730";1326;1205;"Asia";23;11;86;1;"Yes";"Highly satisfied";"Premium";8;"2022-02-01";799;2;12;1;4;2;1
"S1731";681;570;"Asia";11;14;42;5;"No";"Highly satisfied";"Premium";3;"2024-02-27";1153;2;4;3;1;5;11
"S1732";1286;1072;"Asia";19;16;69;5;"Yes";"Product not available";"Basic";5;"2022-05-17";111;2;1;5;1;4;3
"S1733";1285;1211;"Asia";11;19;78;2;"Yes";"Satisfied with product";"Premium";1;"2024-02-24";1154;1;11;5;2;3;4
"S1734";316;185;"North America";6;6;27;1;"No";"Excellent service";"Premium";7;"2023-02-11";1155;1;6;3;4;2;5
"S1735";594;300;"Europe";20;19;51;4;"Yes";"Fast delivery";"Basic";4;"2022-02-13";99;2;6;8;3;2;1
"S1736";1451;1181;"South America";15;17;31;3;"No";"Fast delivery";"Basic";4;"2024-08-09";1066;1;5;7;4;1;4
"S1737";1293;1142;"South America";26;16;41;5;"Yes";"Great customer support";"Basic";3;"2022-10-29";773;1;14;7;3;5;3
"S1738";658;371;"Asia";10;17;67;2;"No";"Responsive sales team";"Premium";2;"2024-06-05";181;1;7;6;2;5;10
"S1739";1150;1100;"Asia";19;13;34;2;"Yes";"Satisfied with product";"Basic";1;"2023-09-09";903;2;12;5;5;1;4
"S1740";1454;1385;"Europe";7;19;88;1;"No";"Fast delivery";"Premium";2;"2023-04-04";15;1;7;2;4;5;5
"S1741";556;378;"Europe";26;18;81;3;"Yes";"Satisfied with product";"Premium";10;"2022-11-29";1156;1;1;2;5;2;9
"S1742";1142;946;"North America";29;18;70;3;"Yes";"Great customer support";"Basic";3;"2023-07-29";773;1;1;4;2;1;5
"S1743";572;475;"South America";24;19;74;2;"Yes";"Excellent service";"Basic";10;"2023-11-10";141;1;8;2;4;2;9
"S1744";188;-76;"Europe";19;7;48;2;"Yes";"Product not available";"Basic";1;"2022-05-13";796;1;5;2;4;5;4
"S1745";703;554;"South America";5;17;23;5;"Yes";"Fast delivery";"Premium";5;"2022-01-17";301;1;10;2;4;4;10
"S1746";688;459;"Europe";17;7;34;1;"Yes";"Responsive sales team";"Premium";1;"2022-09-20";1157;1;4;1;2;2;9
"S1747";179;-66;"North America";9;11;37;3;"Yes";"Satisfied with product";"Premium";6;"2022-12-05";1158;1;8;5;1;1;4
"S1748";900;662;"Europe";14;17;96;5;"Yes";"Responsive sales team";"Premium";1;"2024-06-06";1159;1;1;2;4;1;9
"S1749";634;410;"Asia";26;19;64;3;"Yes";"Great customer support";"Basic";3;"2023-06-23";1160;1;2;7;3;1;5
"S1750";965;772;"North America";17;9;100;4;"Yes";"Price too high";"Premium";6;"2023-09-18";1161;1;14;3;1;4;10
"S1751";902;622;"North America";5;7;41;1;"Yes";"Fast delivery";"Premium";4;"2024-07-21";579;1;3;8;1;3;9
"S1752";1371;1134;"Europe";5;6;47;5;"Yes";"Highly satisfied";"Premium";7;"2023-02-02";1162;2;8;8;1;3;11
"S1753";1211;1022;"South America";20;12;74;2;"Yes";"Satisfied with product";"Premium";6;"2023-11-01";568;1;12;7;5;4;9
"S1754";1399;1324;"South America";10;11;35;5;"No";"Fast delivery";"Premium";8;"2022-01-01";817;2;2;7;1;1;11
"S1755";255;148;"South America";12;16;67;5;"Yes";"Satisfied with product";"Basic";2;"2022-07-04";732;1;4;2;4;5;1
"S1756";1007;720;"North America";14;13;84;3;"Yes";"Satisfied with product";"Premium";6;"2023-03-21";783;1;4;4;3;5;5
"S1757";852;603;"South America";22;19;32;4;"Yes";"Great customer support";"Basic";2;"2023-06-09";610;2;14;5;4;1;2
"S1758";1258;1120;"Europe";20;5;54;1;"Yes";"Highly satisfied";"Premium";7;"2023-11-13";119;1;2;7;3;3;10
"S1759";878;578;"Asia";7;14;74;3;"Yes";"Great customer support";"Basic";3;"2022-04-13";256;1;11;6;2;5;4
"S1760";161;61;"North America";17;15;69;2;"Yes";"Excellent service";"Basic";2;"2024-05-08";1163;1;10;3;1;2;2
"S1761";954;704;"Asia";6;15;90;1;"Yes";"Excellent service";"Basic";1;"2024-01-13";814;2;11;8;4;5;4
"S1762";615;533;"Asia";8;12;36;2;"Yes";"Price too high";"Basic";7;"2023-02-15";1164;1;12;1;5;2;4
"S1763";1264;1028;"South America";21;19;24;2;"Yes";"Product not available";"Basic";2;"2022-07-13";545;1;8;2;2;3;9
"S1764";886;674;"South America";27;18;91;2;"Yes";"Fast delivery";"Basic";5;"2023-04-10";1165;2;4;4;2;4;5
"S1765";572;470;"South America";26;12;22;4;"Yes";"Highly satisfied";"Basic";8;"2022-07-20";154;2;12;1;2;5;4
"S1766";1198;917;"North America";29;13;64;2;"Yes";"Excellent service";"Premium";7;"2023-07-17";782;2;1;4;3;3;5
"S1767";602;432;"Europe";7;8;58;5;"Yes";"Product not available";"Premium";7;"2022-10-24";1166;2;8;8;3;2;11
"S1768";825;578;"North America";20;20;95;4;"Yes";"Excellent service";"Basic";8;"2023-04-27";774;1;6;1;2;3;3
"S1769";1399;1310;"North America";29;13;87;5;"No";"Fast delivery";"Premium";6;"2024-03-27";13;1;9;1;1;3;10
"S1770";1165;909;"Europe";6;13;96;3;"Yes";"Product not available";"Basic";10;"2023-07-07";750;1;7;8;3;4;2
"S1771";277;107;"South America";19;15;95;1;"Yes";"Price too high";"Premium";2;"2023-06-28";682;1;14;8;3;1;3
"S1772";526;233;"Asia";5;8;66;2;"Yes";"Price too high";"Premium";9;"2022-08-15";837;1;1;3;3;3;11
"S1773";229;178;"North America";20;17;72;2;"Yes";"Excellent service";"Premium";1;"2023-03-04";748;1;10;4;5;3;3
"S1774";614;497;"Asia";7;5;28;4;"Yes";"Highly satisfied";"Basic";5;"2023-08-03";302;1;4;3;1;4;2
"S1775";1121;907;"North America";19;9;94;4;"Yes";"Satisfied with product";"Basic";8;"2022-04-05";1167;2;5;7;4;2;1
"S1776";1253;1023;"South America";29;6;52;4;"No";"Satisfied with product";"Premium";9;"2022-06-15";1132;1;5;1;3;2;1
"S1777";580;501;"North America";24;20;47;2;"Yes";"Great customer support";"Basic";7;"2022-12-19";930;1;9;8;5;2;2
"S1778";749;550;"Europe";5;17;94;4;"No";"Highly satisfied";"Premium";9;"2022-03-31";553;2;6;1;5;2;10
"S1779";424;243;"Europe";22;16;35;4;"Yes";"Responsive sales team";"Premium";1;"2024-01-23";490;1;14;4;5;4;4
"S1780";315;159;"North America";16;10;22;1;"Yes";"Highly satisfied";"Basic";2;"2022-04-24";729;1;6;6;2;1;3
"S1781";203;113;"North America";26;16;96;5;"Yes";"Responsive sales team";"Basic";8;"2022-12-01";58;1;8;3;4;1;1
"S1782";539;423;"South America";14;20;29;2;"Yes";"Price too high";"Basic";7;"2023-08-05";1133;1;2;1;3;1;5
